city,commodity,city_avg_price,national_avg_price
Mumbai City,Chickpeas,50.608500000000014,47.07922077922078
Delhi,Chickpeas,50.07631944444445,47.07922077922078
Chennai,Chickpeas,46.56043956043957,47.07922077922078
Patna,Chickpeas,41.8790374331551,47.07922077922078
Mysore,Ghee (vanaspati),207.25678571428574,113.96860593289009
Kohima,Ghee (vanaspati),178.84714285714287,113.96860593289009
Wayanad,Ghee (vanaspati),170.6677777777778,113.96860593289009
West Imphal,Ghee (vanaspati),170.1375,113.96860593289009
Aizawl,Ghee (vanaspati),168.62,113.96860593289009
Valsad,Ghee (vanaspati),161.21666666666667,113.96860593289009
Andaman Islands,Ghee (vanaspati),159.01962962962966,113.96860593289009
Saharanpur,Ghee (vanaspati),158.8345,113.96860593289009
Thrissur,Ghee (vanaspati),156.50222222222223,113.96860593289009
Palakkad,Ghee (vanaspati),153.61862068965513,113.96860593289009
Jhabua,Ghee (vanaspati),153.26769230769233,113.96860593289009
Vadodara,Ghee (vanaspati),152.6717391304348,113.96860593289009
Munger,Ghee (vanaspati),152.35071428571428,113.96860593289009
Purba Singhbhum,Ghee (vanaspati),151.935652173913,113.96860593289009
Saran,Ghee (vanaspati),151.21384615384613,113.96860593289009
Araria,Ghee (vanaspati),151.04272727272726,113.96860593289009
The Dangs,Ghee (vanaspati),150.6221052631579,113.96860593289009
Jaintia Hills,Ghee (vanaspati),149.8245,113.96860593289009
Katihar,Ghee (vanaspati),149.78833333333336,113.96860593289009
Meerut,Ghee (vanaspati),149.20033333333336,113.96860593289009
Raigarh,Ghee (vanaspati),149.08789473684212,113.96860593289009
Bijapur,Ghee (vanaspati),149.0694117647059,113.96860593289009
Baleshwar,Ghee (vanaspati),148.85111111111115,113.96860593289009
Lohardaga,Ghee (vanaspati),148.47466666666665,113.96860593289009
Cuddalore,Ghee (vanaspati),148.4345833333333,113.96860593289009
Mirzapur,Ghee (vanaspati),148.16611111111112,113.96860593289009
Solan,Ghee (vanaspati),146.00150000000002,113.96860593289009
Chamba,Ghee (vanaspati),145.72812499999998,113.96860593289009
Darrang,Ghee (vanaspati),145.24166666666667,113.96860593289009
Aligarh,Ghee (vanaspati),144.42736842105262,113.96860593289009
Kangra,Ghee (vanaspati),144.40166666666667,113.96860593289009
Vellore,Ghee (vanaspati),144.35307692307694,113.96860593289009
Hoshangabad,Ghee (vanaspati),144.0776923076923,113.96860593289009
Bareilly,Ghee (vanaspati),143.87478260869565,113.96860593289009
Naini Tal,Ghee (vanaspati),143.73809523809524,113.96860593289009
Una,Ghee (vanaspati),143.34411764705882,113.96860593289009
Madhubani,Ghee (vanaspati),143.32500000000002,113.96860593289009
Haridwar,Ghee (vanaspati),142.33318181818183,113.96860593289009
Nawada,Ghee (vanaspati),141.60363636363633,113.96860593289009
Simdega,Ghee (vanaspati),141.4096666666667,113.96860593289009
East,Ghee (vanaspati),141.1460714285714,113.96860593289009
Ujjain,Ghee (vanaspati),141.09833333333333,113.96860593289009
Darbhanga,Ghee (vanaspati),140.6624,113.96860593289009
Udham Singh Nagar,Ghee (vanaspati),140.28904761904764,113.96860593289009
Kaushambi,Ghee (vanaspati),139.9786956521739,113.96860593289009
Gaya,Ghee (vanaspati),139.88666666666668,113.96860593289009
Nashik,Ghee (vanaspati),139.68148148148148,113.96860593289009
Ajmer,Ghee (vanaspati),139.55157894736843,113.96860593289009
Kurnool,Ghee (vanaspati),139.42708333333334,113.96860593289009
Ramanathapuram,Ghee (vanaspati),139.36439999999996,113.96860593289009
Gumla,Ghee (vanaspati),138.80190476190478,113.96860593289009
Muzaffarpur,Ghee (vanaspati),138.24826086956523,113.96860593289009
Warangal,Ghee (vanaspati),138.07571428571427,113.96860593289009
Rohtas,Ghee (vanaspati),137.475,113.96860593289009
Pune,Ghee (vanaspati),137.3453846153846,113.96860593289009
Belgaum,Ghee (vanaspati),136.49363636363634,113.96860593289009
Jhansi,Ghee (vanaspati),135.54466666666667,113.96860593289009
Nalgonda,Ghee (vanaspati),135.110625,113.96860593289009
Surguja,Ghee (vanaspati),134.9786956521739,113.96860593289009
Kachchh,Ghee (vanaspati),134.94555555555556,113.96860593289009
Bilaspur,Ghee (vanaspati),134.66514285714285,113.96860593289009
Bharatpur,Ghee (vanaspati),133.829,113.96860593289009
Purba Champaran,Ghee (vanaspati),133.76227272727272,113.96860593289009
Shahdol,Ghee (vanaspati),133.15500000000003,113.96860593289009
Moradabad,Ghee (vanaspati),133.04666666666668,113.96860593289009
North Goa,Ghee (vanaspati),132.7851724137931,113.96860593289009
Faizabad,Ghee (vanaspati),132.71473684210525,113.96860593289009
Tirunelveli Kattabo,Ghee (vanaspati),132.19400000000002,113.96860593289009
Saharsa,Ghee (vanaspati),132.18733333333333,113.96860593289009
Samastipur,Ghee (vanaspati),130.99650000000003,113.96860593289009
Coimbatore,Ghee (vanaspati),130.49214285714285,113.96860593289009
Davanagere,Ghee (vanaspati),129.826875,113.96860593289009
Jaipur,Ghee (vanaspati),129.69499999999996,113.96860593289009
Dhanbad,Ghee (vanaspati),129.38565217391303,113.96860593289009
Morena,Ghee (vanaspati),128.27,113.96860593289009
Dantewada,Ghee (vanaspati),128.22391304347823,113.96860593289009
Dakshin Kannad,Ghee (vanaspati),127.54961538461541,113.96860593289009
Bangalore Rural,Ghee (vanaspati),127.11,113.96860593289009
Narmada,Ghee (vanaspati),126.69227272727272,113.96860593289009
Gorakhpur,Ghee (vanaspati),126.41718749999998,113.96860593289009
Ganjam,Ghee (vanaspati),126.08500000000001,113.96860593289009
Dharmapuri,Ghee (vanaspati),124.80400000000002,113.96860593289009
Thane,Ghee (vanaspati),124.50999999999999,113.96860593289009
Mayurbhanj,Ghee (vanaspati),124.38999999999999,113.96860593289009
Sahibganj,Ghee (vanaspati),123.9475,113.96860593289009
Khagaria,Ghee (vanaspati),123.73333333333335,113.96860593289009
Dimapur,Ghee (vanaspati),123.72756756756755,113.96860593289009
Durg,Ghee (vanaspati),123.49666666666666,113.96860593289009
Sagar,Ghee (vanaspati),122.04500000000002,113.96860593289009
Shimoga,Ghee (vanaspati),121.59850000000002,113.96860593289009
Puducherry,Ghee (vanaspati),121.30736111111112,113.96860593289009
Purnia,Ghee (vanaspati),120.69115384615384,113.96860593289009
Tumkur,Ghee (vanaspati),120.16499999999999,113.96860593289009
Maldah,Ghee (vanaspati),119.80959999999999,113.96860593289009
Koraput,Ghee (vanaspati),119.79607142857144,113.96860593289009
Dhenkanal,Ghee (vanaspati),118.98666666666666,113.96860593289009
Rewa,Ghee (vanaspati),118.78333333333335,113.96860593289009
Adilabad,Ghee (vanaspati),118.49461538461539,113.96860593289009
Ernakulam,Ghee (vanaspati),118.43114942528737,113.96860593289009
Thiruvananthapuram,Ghee (vanaspati),118.22464285714287,113.96860593289009
Puruliya,Ghee (vanaspati),117.994,113.96860593289009
Shimla,Ghee (vanaspati),117.8732608695652,113.96860593289009
Mumbai City,Ghee (vanaspati),117.41884057971015,113.96860593289009
Kozhikode,Ghee (vanaspati),117.186338028169,113.96860593289009
Bokaro,Ghee (vanaspati),116.97285714285714,113.96860593289009
Chittoor,Ghee (vanaspati),116.77799999999998,113.96860593289009
Uttar Dinajpur,Ghee (vanaspati),116.62166666666667,113.96860593289009
Vishakhapatnam,Ghee (vanaspati),116.10125,113.96860593289009
West Midnapore,Ghee (vanaspati),115.22333333333336,113.96860593289009
Gulbarga,Ghee (vanaspati),115.01260869565219,113.96860593289009
Birbhum,Ghee (vanaspati),113.7148,113.96860593289009
Tiruchchirappalli,Ghee (vanaspati),113.21661016949152,113.96860593289009
Udaipur,Ghee (vanaspati),112.88842105263159,113.96860593289009
Bastar,Ghee (vanaspati),112.77875000000002,113.96860593289009
Delhi,Ghee (vanaspati),112.74959999999997,113.96860593289009
Bolangir,Ghee (vanaspati),112.70363636363639,113.96860593289009
Chennai,Ghee (vanaspati),111.41432432432433,113.96860593289009
Amritsar,Ghee (vanaspati),110.49252747252747,113.96860593289009
Lucknow,Ghee (vanaspati),109.70454545454544,113.96860593289009
Karimnagar,Ghee (vanaspati),109.6608,113.96860593289009
Panchkula,Ghee (vanaspati),109.40565217391304,113.96860593289009
Bathinda,Ghee (vanaspati),108.25793103448278,113.96860593289009
Varanasi,Ghee (vanaspati),107.78057142857146,113.96860593289009
Dharwad,Ghee (vanaspati),105.57987012987013,113.96860593289009
Dindigul,Ghee (vanaspati),105.53543478260872,113.96860593289009
Mahbubnagar,Ghee (vanaspati),103.81214285714286,113.96860593289009
Dehra Dun,Ghee (vanaspati),103.66662162162162,113.96860593289009
Karnal,Ghee (vanaspati),103.57102564102563,113.96860593289009
Mandi,Ghee (vanaspati),103.18014285714287,113.96860593289009
Chandigarh,Ghee (vanaspati),102.73291666666665,113.96860593289009
Bid,Ghee (vanaspati),102.41000000000001,113.96860593289009
Gurgaon,Ghee (vanaspati),102.2269512195122,113.96860593289009
Bangalore Urban,Ghee (vanaspati),100.67850467289716,113.96860593289009
Ludhiana,Ghee (vanaspati),100.262,113.96860593289009
Kamrup,Ghee (vanaspati),98.84732394366198,113.96860593289009
Hisar,Ghee (vanaspati),97.76479452054794,113.96860593289009
Kolkata,Ghee (vanaspati),97.33909090909088,113.96860593289009
Gwalior,Ghee (vanaspati),96.69015384615385,113.96860593289009
Bikaner,Ghee (vanaspati),96.48432692307694,113.96860593289009
East Khasi Hills,Ghee (vanaspati),95.32671641791043,113.96860593289009
Agra,Ghee (vanaspati),94.97482758620687,113.96860593289009
Hyderabad,Ghee (vanaspati),94.50323529411763,113.96860593289009
Patna,Ghee (vanaspati),93.49432432432434,113.96860593289009
Sambalpur,Ghee (vanaspati),93.35847222222223,113.96860593289009
Rajkot,Ghee (vanaspati),93.30057971014494,113.96860593289009
West Tripura,Ghee (vanaspati),93.22507042253521,113.96860593289009
Kanpur,Ghee (vanaspati),93.20489130434783,113.96860593289009
Khordha,Ghee (vanaspati),93.11088235294115,113.96860593289009
Darjiling,Ghee (vanaspati),92.15591836734697,113.96860593289009
Bhopal,Ghee (vanaspati),91.60478260869564,113.96860593289009
Kota,Ghee (vanaspati),91.41131868131869,113.96860593289009
Jodhpur,Ghee (vanaspati),91.29410714285714,113.96860593289009
Surat,Ghee (vanaspati),91.07692307692308,113.96860593289009
Sundargarh,Ghee (vanaspati),91.0557608695652,113.96860593289009
Banka,Ghee (vanaspati),90.74957142857141,113.96860593289009
Cuttack,Ghee (vanaspati),90.57200000000002,113.96860593289009
West Garo Hills,Ghee (vanaspati),90.0,113.96860593289009
Krishna,Ghee (vanaspati),89.42094594594596,113.96860593289009
Ranchi,Ghee (vanaspati),88.53941176470589,113.96860593289009
Amravati,Ghee (vanaspati),87.31602941176472,113.96860593289009
Ahmadabad,Ghee (vanaspati),87.23978260869565,113.96860593289009
Jabalpur,Ghee (vanaspati),87.21459770114943,113.96860593289009
Indore,Ghee (vanaspati),86.58764705882353,113.96860593289009
Bangalore Rural,Lentils,165.59833333333336,92.48602248770224
Thane,Lentils,147.78,92.48602248770224
Dhenkanal,Lentils,147.465,92.48602248770224
Jaipur,Lentils,145.34666666666666,92.48602248770224
Darrang,Lentils,137.54333333333332,92.48602248770224
Thrissur,Lentils,128.81952380952376,92.48602248770224
Wayanad,Lentils,124.74692307692307,92.48602248770224
Pune,Lentils,124.60583333333334,92.48602248770224
Aizawl,Lentils,122.78705882352942,92.48602248770224
Cuddalore,Lentils,120.97774193548386,92.48602248770224
Palakkad,Lentils,120.94970588235294,92.48602248770224
West Garo Hills,Lentils,119.932,92.48602248770224
West Imphal,Lentils,119.561875,92.48602248770224
Vellore,Lentils,116.21055555555556,92.48602248770224
Kachchh,Lentils,115.96764705882354,92.48602248770224
East,Lentils,115.74933333333334,92.48602248770224
Maldah,Lentils,115.32111111111112,92.48602248770224
Dantewada,Lentils,115.15173913043478,92.48602248770224
Bharatpur,Lentils,114.94684210526317,92.48602248770224
Raigarh,Lentils,114.72347826086956,92.48602248770224
Baleshwar,Lentils,114.64176470588235,92.48602248770224
Valsad,Lentils,114.42863636363637,92.48602248770224
Bareilly,Lentils,113.65666666666667,92.48602248770224
Coimbatore,Lentils,113.60387096774191,92.48602248770224
Dharmapuri,Lentils,113.04545454545452,92.48602248770224
Morena,Lentils,112.81148148148148,92.48602248770224
Belgaum,Lentils,112.62791666666664,92.48602248770224
Mysore,Lentils,112.58090909090909,92.48602248770224
Shimoga,Lentils,112.36411764705883,92.48602248770224
Karimnagar,Lentils,111.96142857142857,92.48602248770224
Uttar Dinajpur,Lentils,111.62323529411765,92.48602248770224
Bijapur,Lentils,111.36260869565218,92.48602248770224
Aligarh,Lentils,111.355,92.48602248770224
Kurnool,Lentils,111.31235294117646,92.48602248770224
Nashik,Lentils,111.30352941176471,92.48602248770224
Vishakhapatnam,Lentils,111.119,92.48602248770224
Meerut,Lentils,111.0240625,92.48602248770224
Solan,Lentils,110.83461538461538,92.48602248770224
Kangra,Lentils,110.78448275862068,92.48602248770224
Chittoor,Lentils,110.42318181818182,92.48602248770224
Naini Tal,Lentils,110.25925925925925,92.48602248770224
Birbhum,Lentils,110.12892857142855,92.48602248770224
Jhabua,Lentils,110.1232,92.48602248770224
Chamba,Lentils,110.10666666666667,92.48602248770224
Udham Singh Nagar,Lentils,109.46920000000001,92.48602248770224
Tirunelveli Kattabo,Lentils,109.3870588235294,92.48602248770224
Sahibganj,Lentils,109.35148148148149,92.48602248770224
Davanagere,Lentils,109.30666666666667,92.48602248770224
Katihar,Lentils,109.0972727272727,92.48602248770224
Ramanathapuram,Lentils,108.858,92.48602248770224
Ujjain,Lentils,108.8348,92.48602248770224
Haridwar,Lentils,108.13541666666664,92.48602248770224
Nawada,Lentils,108.0942857142857,92.48602248770224
Gulbarga,Lentils,107.94250000000001,92.48602248770224
Moradabad,Lentils,107.65789473684212,92.48602248770224
Puruliya,Lentils,107.56281249999998,92.48602248770224
Araria,Lentils,107.40714285714286,92.48602248770224
Dakshin Kannad,Lentils,107.37,92.48602248770224
West Midnapore,Lentils,107.24058823529413,92.48602248770224
Munger,Lentils,107.06047619047621,92.48602248770224
Una,Lentils,106.52954545454546,92.48602248770224
Saharsa,Lentils,106.42684210526315,92.48602248770224
Tumkur,Lentils,106.33809523809524,92.48602248770224
Dhanbad,Lentils,106.15608695652175,92.48602248770224
Mayurbhanj,Lentils,105.97958333333332,92.48602248770224
Simdega,Lentils,105.74842105263157,92.48602248770224
Muzaffarpur,Lentils,105.69647058823529,92.48602248770224
Mahbubnagar,Lentils,105.38645161290322,92.48602248770224
Purnia,Lentils,104.96088235294118,92.48602248770224
Khagaria,Lentils,104.9223076923077,92.48602248770224
Kaushambi,Lentils,104.89642857142857,92.48602248770224
Faizabad,Lentils,104.84346153846153,92.48602248770224
Gaya,Lentils,104.74125,92.48602248770224
Rohtas,Lentils,104.62952380952382,92.48602248770224
Jhansi,Lentils,104.60153846153845,92.48602248770224
Jaintia Hills,Lentils,104.50789473684209,92.48602248770224
Saran,Lentils,104.37250000000002,92.48602248770224
Warangal,Lentils,104.0004761904762,92.48602248770224
Bolangir,Lentils,103.91894736842104,92.48602248770224
Koraput,Lentils,103.73517241379311,92.48602248770224
Surat,Lentils,103.66625,92.48602248770224
Narmada,Lentils,103.59304347826084,92.48602248770224
Adilabad,Lentils,103.5708,92.48602248770224
Gorakhpur,Lentils,103.52653846153846,92.48602248770224
Rewa,Lentils,103.1686956521739,92.48602248770224
Saharanpur,Lentils,103.0676,92.48602248770224
Hoshangabad,Lentils,102.88272727272728,92.48602248770224
Lohardaga,Lentils,102.4684,92.48602248770224
Samastipur,Lentils,102.24473684210528,92.48602248770224
Purba Singhbhum,Lentils,101.92869565217391,92.48602248770224
Bilaspur,Lentils,101.59377358490568,92.48602248770224
Ajmer,Lentils,101.57111111111111,92.48602248770224
Durg,Lentils,101.46,92.48602248770224
Surguja,Lentils,101.14166666666667,92.48602248770224
Sagar,Lentils,100.87458333333332,92.48602248770224
Shahdol,Lentils,99.6708695652174,92.48602248770224
Nalgonda,Lentils,99.61500000000001,92.48602248770224
Thiruvananthapuram,Lentils,99.526,92.48602248770224
Ernakulam,Lentils,99.37171717171718,92.48602248770224
Bokaro,Lentils,98.99076923076925,92.48602248770224
Madhubani,Lentils,98.95722222222221,92.48602248770224
Udaipur,Lentils,98.78666666666668,92.48602248770224
Mirzapur,Lentils,98.52120000000001,92.48602248770224
Ganjam,Lentils,98.255,92.48602248770224
Gumla,Lentils,97.7017391304348,92.48602248770224
Andaman Islands,Lentils,97.17446280991734,92.48602248770224
The Dangs,Lentils,97.04583333333335,92.48602248770224
Purba Champaran,Lentils,96.81521739130433,92.48602248770224
Darbhanga,Lentils,96.6475,92.48602248770224
Vadodara,Lentils,96.4686956521739,92.48602248770224
Kozhikode,Lentils,94.26464788732395,92.48602248770224
Bangalore Urban,Lentils,93.63587155963305,92.48602248770224
North Goa,Lentils,90.83202898550726,92.48602248770224
Dharwad,Lentils,90.18442622950819,92.48602248770224
Puducherry,Lentils,89.87175675675675,92.48602248770224
Kohima,Lentils,89.416,92.48602248770224
Delhi,Lentils,88.60411764705881,92.48602248770224
Tiruchchirappalli,Lentils,88.0177551020408,92.48602248770224
Ludhiana,Lentils,87.39871428571428,92.48602248770224
Bathinda,Lentils,87.05329113924051,92.48602248770224
Mumbai City,Lentils,86.81839506172842,92.48602248770224
Dindigul,Lentils,86.75752293577978,92.48602248770224
Hyderabad,Lentils,86.70727272727274,92.48602248770224
Bikaner,Lentils,86.53437500000001,92.48602248770224
East Khasi Hills,Lentils,86.38363636363637,92.48602248770224
Varanasi,Lentils,85.64300000000001,92.48602248770224
Panchkula,Lentils,85.39933333333335,92.48602248770224
Jabalpur,Lentils,85.08956521739128,92.48602248770224
Gwalior,Lentils,85.03434782608696,92.48602248770224
Amritsar,Lentils,84.32934065934066,92.48602248770224
Kolkata,Lentils,83.99333333333331,92.48602248770224
Dimapur,Lentils,83.96989361702128,92.48602248770224
Lucknow,Lentils,83.94455555555552,92.48602248770224
Sundargarh,Lentils,83.88437499999999,92.48602248770224
Krishna,Lentils,83.48827586206896,92.48602248770224
Chennai,Lentils,83.45132653061225,92.48602248770224
Ranchi,Lentils,82.5882075471698,92.48602248770224
Gurgaon,Lentils,82.42070422535211,92.48602248770224
Amravati,Lentils,82.4127777777778,92.48602248770224
Bhopal,Lentils,82.38773109243698,92.48602248770224
West Tripura,Lentils,82.23068181818182,92.48602248770224
Kanpur,Lentils,81.77581395348834,92.48602248770224
Shimla,Lentils,81.74831460674157,92.48602248770224
Dehra Dun,Lentils,81.07000000000002,92.48602248770224
Darjiling,Lentils,80.26655555555557,92.48602248770224
Indore,Lentils,80.24794520547947,92.48602248770224
Mandi,Lentils,79.98840579710145,92.48602248770224
Bid,Lentils,79.87552631578947,92.48602248770224
Khordha,Lentils,79.59689075630256,92.48602248770224
Cuttack,Lentils,79.56559523809523,92.48602248770224
Ahmadabad,Lentils,79.48222222222223,92.48602248770224
Chandigarh,Lentils,79.02445378151262,92.48602248770224
Banka,Lentils,78.71638655462185,92.48602248770224
Kamrup,Lentils,78.10793103448276,92.48602248770224
Hisar,Lentils,77.79557142857142,92.48602248770224
Sambalpur,Lentils,77.67234693877552,92.48602248770224
Bastar,Lentils,77.664,92.48602248770224
Karnal,Lentils,77.45452631578947,92.48602248770224
Agra,Lentils,77.25896551724139,92.48602248770224
Patna,Lentils,76.62463917525771,92.48602248770224
Rajkot,Lentils,76.18722222222225,92.48602248770224
Kota,Lentils,75.88042553191488,92.48602248770224
Jodhpur,Lentils,72.03446808510638,92.48602248770224
Kohima,Lentils (masur),113.00666666666667,80.6796168730652
Bareilly,Lentils (masur),110.36950000000002,80.6796168730652
Thrissur,Lentils (masur),108.01559999999999,80.6796168730652
West Midnapore,Lentils (masur),106.40222222222222,80.6796168730652
Aligarh,Lentils (masur),105.07388888888887,80.6796168730652
Maldah,Lentils (masur),105.05259259259262,80.6796168730652
Bijapur,Lentils (masur),104.72068965517244,80.6796168730652
Mysore,Lentils (masur),103.95739130434781,80.6796168730652
Shimoga,Lentils (masur),103.88862068965516,80.6796168730652
Chittoor,Lentils (masur),103.85807692307692,80.6796168730652
Meerut,Lentils (masur),103.19590909090911,80.6796168730652
Wayanad,Lentils (masur),102.681,80.6796168730652
Uttar Dinajpur,Lentils (masur),102.38323529411764,80.6796168730652
Davanagere,Lentils (masur),102.07142857142854,80.6796168730652
Kurnool,Lentils (masur),102.02363636363636,80.6796168730652
Saharanpur,Lentils (masur),100.96439999999998,80.6796168730652
Bangalore Rural,Lentils (masur),100.79166666666667,80.6796168730652
East,Lentils (masur),99.13719999999999,80.6796168730652
Birbhum,Lentils (masur),98.68529411764705,80.6796168730652
Cuddalore,Lentils (masur),98.64909090909092,80.6796168730652
Ramanathapuram,Lentils (masur),97.97000000000001,80.6796168730652
Aizawl,Lentils (masur),97.8735593220339,80.6796168730652
Palakkad,Lentils (masur),97.74307692307691,80.6796168730652
Raigarh,Lentils (masur),97.36130434782608,80.6796168730652
Naini Tal,Lentils (masur),97.14999999999999,80.6796168730652
The Dangs,Lentils (masur),96.84791666666665,80.6796168730652
Puruliya,Lentils (masur),96.1771875,80.6796168730652
West Garo Hills,Lentils (masur),96.04652173913044,80.6796168730652
Darrang,Lentils (masur),96.02999999999999,80.6796168730652
Narmada,Lentils (masur),95.92608695652174,80.6796168730652
Jhabua,Lentils (masur),95.73884615384615,80.6796168730652
Tumkur,Lentils (masur),95.07,80.6796168730652
Gulbarga,Lentils (masur),94.95789473684212,80.6796168730652
Moradabad,Lentils (masur),94.794,80.6796168730652
Bharatpur,Lentils (masur),94.73814814814814,80.6796168730652
Dakshin Kannad,Lentils (masur),94.61517241379309,80.6796168730652
Jaipur,Lentils (masur),93.84800000000001,80.6796168730652
Dhanbad,Lentils (masur),93.2408695652174,80.6796168730652
Jaintia Hills,Lentils (masur),92.81,80.6796168730652
Kachchh,Lentils (masur),92.58535714285715,80.6796168730652
Udham Singh Nagar,Lentils (masur),92.35764705882355,80.6796168730652
West Imphal,Lentils (masur),92.11000000000001,80.6796168730652
Thane,Lentils (masur),91.88333333333333,80.6796168730652
Ujjain,Lentils (masur),91.845,80.6796168730652
Tiruchchirappalli,Lentils (masur),91.65724999999998,80.6796168730652
Belgaum,Lentils (masur),91.58583333333333,80.6796168730652
Vellore,Lentils (masur),91.5791304347826,80.6796168730652
Chamba,Lentils (masur),91.4858333333333,80.6796168730652
Una,Lentils (masur),91.48391304347827,80.6796168730652
Bangalore Urban,Lentils (masur),91.18784810126581,80.6796168730652
Dantewada,Lentils (masur),90.70739130434781,80.6796168730652
Vadodara,Lentils (masur),90.52521739130434,80.6796168730652
Faizabad,Lentils (masur),90.35230769230768,80.6796168730652
Kangra,Lentils (masur),90.27333333333335,80.6796168730652
Morena,Lentils (masur),90.12105263157895,80.6796168730652
Haridwar,Lentils (masur),90.01652173913043,80.6796168730652
Katihar,Lentils (masur),89.97318181818183,80.6796168730652
Nashik,Lentils (masur),89.8203846153846,80.6796168730652
Surguja,Lentils (masur),89.50208333333335,80.6796168730652
Araria,Lentils (masur),89.28235294117647,80.6796168730652
Udaipur,Lentils (masur),89.1784,80.6796168730652
Nalgonda,Lentils (masur),88.9412,80.6796168730652
Surat,Lentils (masur),88.8272,80.6796168730652
Vishakhapatnam,Lentils (masur),88.68363636363635,80.6796168730652
Dharmapuri,Lentils (masur),88.62304347826088,80.6796168730652
Dharwad,Lentils (masur),88.59960526315788,80.6796168730652
Ajmer,Lentils (masur),88.29722222222223,80.6796168730652
Solan,Lentils (masur),88.08411764705882,80.6796168730652
Bilaspur,Lentils (masur),87.37910714285715,80.6796168730652
Sahibganj,Lentils (masur),87.33650000000002,80.6796168730652
West Tripura,Lentils (masur),87.32999999999998,80.6796168730652
Kozhikode,Lentils (masur),87.17534883720931,80.6796168730652
Warangal,Lentils (masur),87.0088,80.6796168730652
Nawada,Lentils (masur),86.96849999999999,80.6796168730652
Gumla,Lentils (masur),86.88959999999999,80.6796168730652
Tirunelveli Kattabo,Lentils (masur),86.80076923076923,80.6796168730652
Dhenkanal,Lentils (masur),86.78833333333334,80.6796168730652
Gaya,Lentils (masur),86.49000000000001,80.6796168730652
Madhubani,Lentils (masur),86.32357142857143,80.6796168730652
Dehra Dun,Lentils (masur),86.06759259259262,80.6796168730652
Mahbubnagar,Lentils (masur),86.02913043478262,80.6796168730652
Baleshwar,Lentils (masur),86.01777777777778,80.6796168730652
Sagar,Lentils (masur),85.69382352941177,80.6796168730652
Ganjam,Lentils (masur),85.6775,80.6796168730652
Gorakhpur,Lentils (masur),85.59642857142856,80.6796168730652
Karimnagar,Lentils (masur),85.50034482758622,80.6796168730652
Andaman Islands,Lentils (masur),85.49580152671753,80.6796168730652
North Goa,Lentils (masur),85.46241071428571,80.6796168730652
Samastipur,Lentils (masur),85.36392857142856,80.6796168730652
Munger,Lentils (masur),84.98964285714285,80.6796168730652
Durg,Lentils (masur),84.83740740740738,80.6796168730652
Darbhanga,Lentils (masur),84.58086956521738,80.6796168730652
Ludhiana,Lentils (masur),84.49598039215687,80.6796168730652
Adilabad,Lentils (masur),84.45346153846154,80.6796168730652
Coimbatore,Lentils (masur),84.27863636363637,80.6796168730652
Saran,Lentils (masur),84.25535714285716,80.6796168730652
Khagaria,Lentils (masur),84.21947368421053,80.6796168730652
Darjiling,Lentils (masur),84.0556589147287,80.6796168730652
Valsad,Lentils (masur),83.99136363636364,80.6796168730652
Shahdol,Lentils (masur),83.97434782608697,80.6796168730652
Bolangir,Lentils (masur),83.93307692307692,80.6796168730652
Muzaffarpur,Lentils (masur),83.71153846153847,80.6796168730652
Rewa,Lentils (masur),83.48588235294118,80.6796168730652
Jhansi,Lentils (masur),83.26851851851852,80.6796168730652
Pune,Lentils (masur),83.19478260869565,80.6796168730652
Purba Champaran,Lentils (masur),83.11392857142857,80.6796168730652
Lohardaga,Lentils (masur),82.91649999999998,80.6796168730652
Koraput,Lentils (masur),82.39222222222223,80.6796168730652
Bokaro,Lentils (masur),82.23279999999998,80.6796168730652
Mirzapur,Lentils (masur),82.0636,80.6796168730652
Purba Singhbhum,Lentils (masur),81.90043478260868,80.6796168730652
Saharsa,Lentils (masur),81.83785714285715,80.6796168730652
Panchkula,Lentils (masur),81.76947368421054,80.6796168730652
Purnia,Lentils (masur),81.72970588235295,80.6796168730652
Bathinda,Lentils (masur),81.48245901639346,80.6796168730652
Dindigul,Lentils (masur),81.42785714285715,80.6796168730652
Rohtas,Lentils (masur),81.3967857142857,80.6796168730652
Mayurbhanj,Lentils (masur),81.07730769230767,80.6796168730652
Bastar,Lentils (masur),80.85000000000001,80.6796168730652
Mumbai City,Lentils (masur),80.10020000000002,80.6796168730652
Ernakulam,Lentils (masur),79.50413223140495,80.6796168730652
Simdega,Lentils (masur),79.47347826086956,80.6796168730652
Delhi,Lentils (masur),79.42679389312971,80.6796168730652
Thiruvananthapuram,Lentils (masur),79.38628571428569,80.6796168730652
Kaushambi,Lentils (masur),79.35259259259257,80.6796168730652
Amritsar,Lentils (masur),78.50894117647059,80.6796168730652
Krishna,Lentils (masur),77.36095238095238,80.6796168730652
Dimapur,Lentils (masur),77.17753846153848,80.6796168730652
East Khasi Hills,Lentils (masur),77.1173282442748,80.6796168730652
Puducherry,Lentils (masur),75.61480620155038,80.6796168730652
Varanasi,Lentils (masur),75.50311475409835,80.6796168730652
Bikaner,Lentils (masur),73.89563492063492,80.6796168730652
Hyderabad,Lentils (masur),73.8558,80.6796168730652
Shimla,Lentils (masur),73.6797709923664,80.6796168730652
Hoshangabad,Lentils (masur),73.59391304347828,80.6796168730652
Hisar,Lentils (masur),73.54260869565216,80.6796168730652
Karnal,Lentils (masur),73.51979999999999,80.6796168730652
Ranchi,Lentils (masur),73.45164383561644,80.6796168730652
